	name	place_id	types	geometry.location.lat	geometry.location.lng	opening_hours.open_now	price_level	main_type
0	Applegreen	ChIJF6dBaRcMZ0gRhCc3SToIdQE	gas_station|point_of_interest|establishment	53.3298958	-6.2800786	True		gas_station
1	Pitstop R111	ChIJh4TzaxcMZ0gRMN_It65edvY	gas_station|point_of_interest|establishment	53.3298613	-6.280215800000001			gas_station
2	Circle K Express Usher's Quay	ChIJfWFaZS8MZ0gRi-i4TadkgQs	gas_station|point_of_interest|establishment	53.3454437	-6.277834100000001	True		gas_station
3	Maxol Service Station Dolphins Barn	ChIJjTcQpWoMZ0gR5Yt78kwcCZo	gas_station|point_of_interest|store|establishment	53.3320416	-6.294029699999999	True		gas_station
4	George's Quay j.j kavanagh bus stop	ChIJmU2Ll4MPZ0gRRSQdrNggr48	gas_station|transit_station|point_of_interest|establishment	53.3473868	-6.2535973			gas_station
5	MB Service Station	ChIJb04LW0YMZ0gR9QBwQ0u8ovU	gas_station|point_of_interest|establishment	53.34186099999999	-6.297073099999999	True		gas_station
6	Emo Dublin	ChIJ6bBDlkcMZ0gRxhRHipb4xDw	gas_station|point_of_interest|establishment	53.3418859	-6.297070600000001	True		gas_station
7	Maxol	ChIJO4Bhv70OZ0gRPgqJJwFZszM	gas_station|point_of_interest|establishment	53.3338748	-6.246179	True		gas_station
8	Circle K Grosvenor (Rathmines)	ChIJNSW8dAMMZ0gR__JpOo8etrw	gas_station|convenience_store|food|point_of_interest|store|establishment	53.32092950000001	-6.268083499999999	True	1.0	gas_station
9	Maxol Petrol Station	ChIJN8GSoA8MZ0gRoOueVq-gWLM	gas_station|point_of_interest|establishment	53.3202321	-6.278635899999998	True		gas_station
10	Maxol Service Station Harold's Cross	ChIJT-RaozQNZ0gRsFv13MOtPD0	gas_station|convenience_store|food|point_of_interest|store|establishment	53.3202327	-6.2786444			gas_station
11	Maxol Harold’s Cross	ChIJR1hmCg8MZ0gRhFgmIrxYP8o	gas_station|car_repair|point_of_interest|store|establishment	53.3200835	-6.278580600000001	True		gas_station
