	name	place_id	types	geometry.location.lat	geometry.location.lng	opening_hours.open_now	formatted_address	price_level	main_type
0	Gorbella Déstockage	ChIJ9Sls_PrPzRIRMEz3myUvkP0	supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment	43.7208806	7.2567521	True			supermarket
1	Carrefour Drive Nice Le Ray	ChIJ43r52mDPzRIR7OlgwLI0uPM	supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment	43.7228112	7.256437	True			supermarket
2	Carrefour Market Nice Le Ray	ChIJSyi0m_jPzRIRwKYKh323l4k	supermarket|bakery|grocery_or_supermarket|home_goods_store|food|point_of_interest|store|establishment	43.72299189999999	7.2569971	True			supermarket
3	Supermarché	ChIJVVWhVeTPzRIRFKMw8jxwScU	supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment	43.7207844	7.251695100000001				supermarket
4	MONOPRIX NICE GORBELLA	ChIJ-fm9DPvPzRIR1WEhNx85PaI	supermarket|department_store|convenience_store|grocery_or_supermarket|food|point_of_interest|clothing_store|store|establishment	43.7192716	7.257145700000001	True			supermarket
5	Lidl	ChIJE48xd_vPzRIRw9BUhZj_hkA	supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment	43.7189284	7.2566164	True			supermarket
6	Carrefour Express	ChIJH0ftkOTPzRIRzPVRDUHxFB0	supermarket|bakery|grocery_or_supermarket|restaurant|food|point_of_interest|store|establishment	43.7190957	7.252882299999999	True			supermarket
7	Magasin UTILE Nice Cessole	ChIJnQQpY-PPzRIRXShbkdfUs4U	supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment	43.7183464	7.252263999999999	True			supermarket
8	Utile	ChIJm8CQfOPPzRIRkqJo1kSDbu0	supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment	43.7182742	7.252358	True			supermarket
9	Intermarché EXPRESS Nice	ChIJh_d8Wu_PzRIRLof0yVEpMtg	supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment	43.7236618	7.249482899999999	True			supermarket
10	Casino Shop	ChIJN2jrmfDPzRIRDGB1ICyPGDI	supermarket|bakery|grocery_or_supermarket|home_goods_store|food|point_of_interest|store|establishment	43.72610239999999	7.256101099999999	True			supermarket
11	Lavalle Valentin	ChIJm1vFHf3PzRIRCS0kRRn5wbI	supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment	43.71612659999999	7.256000999999999				supermarket
12	Carrefour City Nice Borriglione 73	ChIJ39fDxkDPzRIRrk8UdDAffCw	supermarket|bakery|grocery_or_supermarket|restaurant|food|point_of_interest|store|establishment	43.71766230000001	7.2611615	True			supermarket
13	B2m Distri	ChIJkyJutv7PzRIRvp1PReo2j-c	supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment	43.7176317	7.261129				supermarket
14	Pinova	ChIJVVUlxujPzRIREGV2iVaQ4ag	supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment	43.7249229	7.248387399999999				supermarket
15	monop' NICE BORRIGLIONE	ChIJR7BSZ_7PzRIRQAXAOp2N6hw	supermarket|convenience_store|grocery_or_supermarket|restaurant|food|point_of_interest|store|establishment	43.71525130000001	7.2611135	True			supermarket
16	Leader Price	ChIJ24jAMtbPzRIRWXcaBXmszjk	supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment	43.7156649	7.262909400000001	True			supermarket
17	Carrefour City Nice Valrose Borriglione 42	ChIJV2EaWWjPzRIR0uFF9EMkBtA	supermarket|bakery|grocery_or_supermarket|restaurant|food|point_of_interest|store|establishment	43.7147685	7.261702499999998	True			supermarket
18	Magasin UTILE Nice Pessicart	ChIJJR4j9R3QzRIRX2J5VMwVovw	bakery|supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment	43.7138027	7.250220300000001	True			supermarket
19	Hermitage supermarket	ChIJe-SWR07RzRIRL20CeW4A_ak	supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment	43.71224720000001	7.255174900000001				supermarket
20	JC Et C	ChIJnXwnTl_FzRIRBzqiCBSo2dY	supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment	43.72752029999999	7.2660866	True	106 Av. Henry Dunant, 06100 Nice		supermarket
21	U Express	ChIJnXwnTl_FzRIRhU5GsGlxgJw	supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment	43.7275581	7.266115500000001	True	106 Av. Henry Dunant, 06000 Nice		supermarket
22	Nice Carrefour Market Pessicart	ChIJoQ6nIh7QzRIRLMA5MizB7_Y	supermarket|bakery|grocery_or_supermarket|home_goods_store|food|point_of_interest|store|establishment	43.711141	7.248556199999999	True	71 Av. de Pessicart, 06100 Nice		supermarket
23	Carrefour Drive Nice Pessicart	ChIJLcZCsr_RzRIRi2YIL852LTw	supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment	43.7110834	7.2486115	True	71 Av. de Pessicart, 06000 Nice		supermarket
24	Carrefour City	ChIJ3-EVRP7PzRIRF2K72w86UY0	supermarket|bakery|grocery_or_supermarket|restaurant|food|point_of_interest|store|establishment	43.7108028	7.263587599999999	True	33 Av. Villermont, 06000 Nice		supermarket
25	Carrefour City	ChIJizimZgPQzRIRiFSQGHdlzRI	supermarket|bakery|grocery_or_supermarket|restaurant|food|point_of_interest|store|establishment	43.7090941	7.2561972	True	136 B Bd Gambetta, 06000 Nice		supermarket
26	Intermarché EXPRESS Nice	ChIJZVppeQDQzRIRN14sBuTOXkE	supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment	43.71073029999999	7.2649228	True	24 Rue Flaminius Raiberti, 06000 Nice		supermarket
27	Intermarché SUPER Nice	ChIJw-TwqwbQzRIR2FZ5OGL9ip8	supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment	43.708706	7.260327	True	4 Allée Philippe Seguin Quartier Libération (face Gare Du Sud, 06000 Nice		supermarket
28	Carrefour Express	ChIJRbjx0gDQzRIRo5PsvUiT4u8	supermarket|bakery|grocery_or_supermarket|restaurant|food|point_of_interest|store|establishment	43.7083745	7.2632718	True	22 Av. Malaussena, 06000 Nice		supermarket
29	MONOPRIX NICE CIMIEZ	ChIJRW8ZCFDFzRIRI-36Fc2DuCs	supermarket|department_store|convenience_store|grocery_or_supermarket|food|point_of_interest|clothing_store|store|establishment	43.7218841	7.2756545	True	8 Av. de Flirey, 06000 Nice		supermarket
30	Carrefour City	ChIJRdh7ZgXQzRIRXSLZYgtlBI4	supermarket|bakery|grocery_or_supermarket|restaurant|food|point_of_interest|store|establishment	43.7046065	7.256333499999999	True	78boulevard Gambetta, 06000 Nice		supermarket
31	Monop' THIERS NICE	ChIJDQCLlQfQzRIRgmVPnAHvzUs	supermarket|convenience_store|grocery_or_supermarket|restaurant|food|point_of_interest|store|establishment	43.704783	7.2639185	True	7 Av. Thiers, 06000 Nice		supermarket
32	Carrefour City Nice Lepante 31	ChIJjXZRBanazRIROCQNVlLX0jw	supermarket|bakery|grocery_or_supermarket|restaurant|food|point_of_interest|store|establishment	43.706142	7.2686329	True	31 Rue de Lépante, 06000 Nice		supermarket
33	Carrefour Market Nice Bas De Cimiez	ChIJ7cNy0qjazRIRv4FGXmFvZJs	supermarket|bakery|grocery_or_supermarket|home_goods_store|food|point_of_interest|store|establishment	43.7050592	7.270822799999999	True	17 Av. Desambrois, 06000 Nice		supermarket
34	MONOPRIX NICE VICTOIRE	ChIJSR1yx6fazRIRP0jBQdCBDzg	supermarket|department_store|convenience_store|grocery_or_supermarket|food|point_of_interest|clothing_store|store|establishment	43.7024351	7.267129199999999	True	30 Rue Biscarra, 06000 Nice		supermarket
35	Carrefour City Nice Lepante	ChIJiQ91q6jazRIRrDy_DK429_A	supermarket|bakery|grocery_or_supermarket|restaurant|food|point_of_interest|store|establishment	43.7033955	7.270571599999998	True	8 Rue de Lépante, 06000 Nice		supermarket
36	U Express	ChIJb_kBDAnQzRIRlKTSBI_Gfog	supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment	43.70008379999999	7.2620933	True	11 Av. Baquis, 06000 Nice		supermarket
37	Carrefour Express	ChIJ17eAsg7QzRIRIRwl7omJjJk	supermarket|bakery|grocery_or_supermarket|restaurant|food|point_of_interest|store|establishment	43.6994862	7.259512099999999	True	21 Rue Verdi, 06300 Nice		supermarket
38	Casino Shop	ChIJ64UNTKbazRIRPJ1KuOx0qQY	supermarket|bakery|grocery_or_supermarket|home_goods_store|food|point_of_interest|store|establishment	43.7013948	7.268792	True	24 Rue Deudon, 06000 Nice		supermarket
39	Supermarché Casino	ChIJ-REQ3w3QzRIR4C4_Mot1X2M	supermarket|bakery|grocery_or_supermarket|home_goods_store|food|point_of_interest|store|establishment	43.69903240000001	7.2559621	True	45 Bd Gambetta, 06000 Nice		supermarket
40	Magasin UTILE Nice Sureau	ChIJC8iym1PFzRIRFOkwaAzWi7k	supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment	43.715365	7.271571400000001	True	5 Rue du Professeur Maurice Sureau, 06000 Nice		supermarket
41	ALDI	ChIJISZ1W3rRzRIRaw89WqKSmKU	supermarket|bakery|grocery_or_supermarket|liquor_store|food|point_of_interest|store|establishment	43.707452	7.259595999999999	True	5 Av. des Anciens Combattants d'Afrique du Nord, 06000 Nice		supermarket
42	Lidl	ChIJPa08bqnazRIRPjQcq8YKl5M	supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment	43.70757	7.269299900000001	True	2-4 Bd Raimbaldi, 06000 Nice		supermarket
43	Casino	ChIJZ3FqSzLbzRIRhBFIz1W_wCY	supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment	43.7064179	7.2683094	True	8 Rue Assalit, 06000 Nice		supermarket
44	Intermarché	ChIJ214YbOrRzRIRhjhVTmI3MnE	supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment	43.7005936	7.258500599999999	True	53 Rue Rossini, 06000 Nice		supermarket
45	Lidl	ChIJs79dH2bRzRIRnnYve0xleKw	supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment	43.7012304	7.2635616	True	29 Rue Alphonse Karr, 06000 Nice		supermarket
46	Casino supermarket and drive	ChIJ01ZfKLXazRIRS8Lp77oRmdA	supermarket|bakery|grocery_or_supermarket|home_goods_store|food|point_of_interest|store|establishment	43.7124117	7.284362100000001	True	28 bis Bd Jean-Baptiste Vérany, 06300 Nice		supermarket
47	Lidl	ChIJGRKYUrHazRIR6xakBdrG8Eg	supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment	43.7066003	7.2810246	True	WS-09-27, Av. Gallieni, 06000 Nice		supermarket
48	Intermarché Express Nice GRIMALDI	ChIJ8w-WMA3QzRIRz1wxAqmGd9Q	supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment	43.698636	7.265328999999999	True	8 Rue Grimaldi, 06000 Nice		supermarket
49	Supermarché Casino	ChIJE0wyBg3QzRIRtl8eFzCxTTI	supermarket|bakery|grocery_or_supermarket|home_goods_store|food|point_of_interest|store|establishment	43.6966545	7.2565955	True	20 Bd Gambetta, 06000 Nice		supermarket
