,night_length,SON_kwh,LED_kwh,smart_A_LED_kwh,smart_B_LED_kwh,smart_C_LED_kwh
190,26115,1.088125,0.3627083333333333,0.17047291666666664,0.21399791666666665,0.20311666666666664
191,26239,1.0932916666666666,0.36443055555555554,0.1712823611111111,0.21501402777777778,0.2040811111111111
192,26368,1.0986666666666667,0.36622222222222217,0.17212444444444444,0.21607111111111107,0.20508444444444443
193,26501,1.1042083333333332,0.3680694444444444,0.17299263888888888,0.2171609722222222,0.20611888888888888
194,26641,1.1100416666666666,0.37001388888888886,0.17390652777777776,0.2183081944444444,0.20720777777777777
195,26785,1.1160416666666666,0.37201388888888887,0.17484652777777776,0.21948819444444442,0.20832777777777775
196,26933,1.1222083333333333,0.3740694444444444,0.17581263888888887,0.2207009722222222,0.20947888888888888
197,27086,1.1285833333333333,0.37619444444444444,0.17681138888888887,0.2219547222222222,0.2106688888888889
198,27243,1.135125,0.37837499999999996,0.17783624999999997,0.22324124999999997,0.21189
199,27405,1.141875,0.380625,0.17889375000000002,0.22456874999999998,0.21314999999999998
200,27570,1.14875,0.3829166666666666,0.1799708333333333,0.2259208333333333,0.21443333333333328
201,27740,1.1558333333333333,0.3852777777777778,0.18108055555555552,0.22731388888888887,0.21575555555555553
202,27914,1.1630833333333332,0.3876944444444444,0.18221638888888886,0.22873972222222216,0.21710888888888885
203,28091,1.1704583333333334,0.39015277777777774,0.18337180555555554,0.2301901388888889,0.21848555555555557
204,28272,1.178,0.39266666666666666,0.18455333333333332,0.23167333333333331,0.21989333333333333
205,28455,1.185625,0.39520833333333333,0.18574791666666665,0.23317291666666662,0.22131666666666666
206,28643,1.1934583333333333,0.3978194444444444,0.1869751388888889,0.2347134722222222,0.2227788888888889
207,28834,1.2014166666666666,0.4004722222222222,0.1882219444444444,0.23627861111111106,0.2242644444444444
208,29028,1.2095,0.4031666666666666,0.18948833333333331,0.2378683333333333,0.22577333333333335
209,29225,1.2177083333333334,0.4059027777777777,0.19077430555555552,0.23948263888888888,0.2273055555555555
210,29425,1.2260416666666667,0.40868055555555555,0.19207986111111108,0.24112152777777776,0.22886111111111107
211,29627,1.2344583333333332,0.4114861111111111,0.19339847222222223,0.24277680555555556,0.23043222222222223
212,29832,1.2429999999999999,0.4143333333333333,0.19473666666666664,0.24445666666666666,0.23202666666666666
213,30039,1.251625,0.4172083333333333,0.19608791666666664,0.24615291666666664,0.2336366666666667
214,30249,1.260375,0.42012499999999997,0.19745874999999996,0.24787374999999998,0.23526999999999998
215,30462,1.26925,0.4230833333333333,0.19884916666666663,0.24961916666666667,0.23692666666666667
